#{"t_start": 1646734026.1803424, "env_id": null}
r,l,t
15.0,4,43306.260239
12.0,7,43332.211783
7.0,12,43348.966596
15.0,4,43365.722199
13.0,6,43382.635704
15.0,4,43399.456636
15.0,4,43416.097504
13.0,6,43432.800298
15.0,3,43446.283489
15.0,4,43462.672256
15.0,4,43479.356377
15.0,4,43496.06608
15.0,4,43512.778255
15.0,4,43529.380703
15.0,4,43546.010709
14.0,5,43562.817296
14.0,4,43579.58926
15.0,4,43596.329011
14.0,4,43609.814922
15.0,4,43626.240638
14.0,4,43643.07233
15.0,3,43656.528317
1.5,15,43682.27336
14.0,5,43699.047794
15.0,4,43715.788537
14.0,5,43732.493563
15.0,4,43749.24427
15.0,3,43762.890592
15.0,4,43779.291931
15.0,4,43795.987208
14.0,5,43812.666173
2.5,15,43832.267579
14.0,4,43849.247596
15.0,3,43862.678786
15.0,4,43878.992032
15.0,4,43895.778576
1.5,15,43931.184582
15.0,4,43947.901957
6.0,13,43976.389887
15.0,3,43989.589224
15.0,4,44006.025738
15.0,4,44022.868774
14.0,4,44039.564453
15.0,4,44056.354261
13.0,6,44073.120385
11.0,7,44098.586881
15.0,4,44115.571052
2.5,15,44135.256066
13.0,6,44152.348572
15.0,4,44169.289514
3.0,15,44213.260493
9.0,10,44230.168985
14.0,4,44246.984526
6.0,13,44266.19029
14.0,4,44279.318376
15.0,4,44295.786812
12.0,7,44321.711814
15.0,4,44338.482821
13.0,4,44351.746106
14.0,5,44368.523739
15.0,4,44385.23255
15.0,4,44402.138458
13.0,5,44418.924279
15.0,3,44432.500259
9.0,10,44457.675492
14.0,5,44474.548449
14.0,5,44491.329643
15.0,4,44508.09488
15.0,3,44521.576571
14.0,4,44534.516675
2.5,15,44572.150055
15.0,3,44585.803763
15.0,3,44598.754299
15.0,4,44615.112384
15.0,4,44631.869906
15.0,4,44648.625544
15.0,4,44664.683791
15.0,4,44681.640186
14.0,4,44698.341823
14.0,4,44711.760229
14.0,4,44728.067956
11.0,8,44753.468191
14.0,5,44770.501836
14.0,4,44787.222199
15.0,4,44803.941924
14.0,4,44820.640439
11.0,7,44837.31802
15.0,4,44854.106525
4.0,14,44867.713209
14.0,4,44884.034573
15.0,4,44900.798006
15.0,4,44917.517411
14.0,4,44934.402344
5.0,13,44948.012281
12.0,7,44973.819251
15.0,4,44990.77214
14.0,5,45007.534403
15.0,4,45024.185592
15.0,3,45037.362913
15.0,3,45050.636151
15.0,4,45067.412248
15.0,3,45080.986964
15.0,4,45097.298057
10.0,9,45114.074551
15.0,4,45130.778892
15.0,4,45147.711951
-9.5,15,45192.15232
15.0,4,45208.238292
11.0,8,45234.227206
14.0,5,45250.955329
14.0,5,45267.639751
14.0,4,45284.360366
14.0,4,45301.176588
15.0,4,45317.912949
3.0,15,45331.395456
6.0,12,45344.486258
14.0,5,45360.830459
15.0,3,45373.924124
11.0,7,45399.967428
14.0,4,45413.587829
15.0,4,45429.993176
7.0,11,45443.581722
14.0,4,45459.988261
14.0,4,45473.326421
15.0,4,45489.580307
15.0,4,45506.321105
15.0,4,45523.131943
15.0,4,45539.831003
15.0,4,45556.63201
14.0,4,45570.072009
7.0,12,45586.500244
14.0,5,45602.718465
15.0,4,45619.677587
15.0,4,45636.449566
14.0,5,45653.164292
15.0,4,45669.89321
15.0,4,45686.732274
14.0,4,45703.419545
-1.0,15,45713.675296
2.5,15,45733.629992
14.0,3,45747.287777
15.0,3,45760.200026
15.0,4,45776.933944
15.0,4,45793.682492
15.0,4,45810.399632
14.0,5,45827.039263
15.0,4,45843.754089
14.0,5,45860.453896
15.0,4,45877.060061
15.0,3,45890.772391
11.0,7,45916.436282
15.0,4,45933.136348
11.0,7,45956.409106
15.0,4,45973.296963
15.0,4,45990.063377
15.0,4,46006.186259
14.0,4,46019.668703
15.0,4,46036.416742
14.0,4,46052.440913
14.0,5,46069.280135
15.0,4,46085.94393
15.0,4,46102.746771
15.0,4,46119.580393
14.0,4,46136.348655
10.0,8,46149.750051
14.0,4,46166.163869
15.0,4,46182.886306
10.0,9,46199.54348
12.0,7,46225.512185
15.0,4,46242.25643
